,Date,0,1,2
493,2019-12-17,-8.152973,-6.960338,-0.9145286
494,2019-12-18,-8.253806,-7.7644744,-1.1152997
495,2019-12-19,-8.372705,-8.653769,-1.3720773
496,2019-12-20,-8.848202,-8.96992,-1.2118112
497,2019-12-23,-9.097393,-9.437674,-1.3870234
498,2019-12-24,-9.425959,-9.4949465,-1.291979
499,2019-12-26,-9.426304,-9.627748,-1.4106133
500,2019-12-27,-9.697666,-9.480491,-0.9895185
501,2019-12-30,-10.519401,-8.596696,0.8383812
502,2019-12-31,-10.609488,-8.473216,1.0496409
503,2020-01-02,-10.319029,-8.870543,0.40869558
504,2020-01-03,-9.344397,-9.443034,-0.99811333
505,2020-01-06,-9.210397,-9.337717,-1.130968
506,2020-01-07,-8.336963,-9.729539,-1.6984588
507,2020-01-08,-7.7351656,-10.289778,-1.8689744
